Source	Bioentity ID	HGNC	GO Term	Reference	Evidence Type	Evidence With	Ontology Aspect	Gene Description	Synonyms	Type	Organism	Date	Source2
RGD	1565646	Sox2	GO:0060042	RGD:1624291	ISO	RGD:1558014	P	SRY-box transcription factor 2		gene	NCBITaxon:10116	20160512	RGD
RGD	727793	Rdh10	GO:0042574	RGD:1624291	ISO	RGD:1351497	P	retinol dehydrogenase 10		gene	NCBITaxon:10116	20180123	RGD
RGD	1305063	Rab11fip4	GO:0003407	RGD:1624291	ISO	RGD:1550606	P	RAB11 family interacting protein 4		gene	NCBITaxon:10116	20160512	RGD
RGD	628779	Clrn1	GO:0045494	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:P58418|ensembl:ENSP00000329158	P	clarin 1		gene	NCBITaxon:10116	20200510	Ensembl
RGD	628779	Clrn1	GO:0045494	RGD:1624291	ISO	RGD:737108	P	clarin 1		gene	NCBITaxon:10116	20160512	RGD
RGD	628777	Ush2a	GO:0045494	RGD:1624291	ISO	RGD:733684	P	usherin		gene	NCBITaxon:10116	20160512	RGD
RGD	628777	Ush2a	GO:0045494	RGD:1624291	ISO	RGD:736503	P	usherin		gene	NCBITaxon:10116	20160512	RGD
RGD	628777	Ush2a	GO:0060041	PMID:12160733|RGD:634438	IEP		P	usherin		gene	NCBITaxon:10116	20140303	RGD
RGD	1590759	Dtnbp1	GO:0060041	PMID:23954924|RGD:11251759	IEP		P	dystrobrevin binding protein 1		gene	NCBITaxon:10116	20160621	RGD
RGD	735136	Tcirg1	GO:0060041	RGD:1624291	ISO	RGD:1552412	P	T-cell immune regulator 1, ATPase H+ transporting V0 subunit A3		gene	NCBITaxon:10116	20190202	RGD
RGD	1307207	Lama1	GO:0060041	RGD:1624291	ISO	RGD:1316265	P	laminin subunit alpha 1		gene	NCBITaxon:10116	20160512	RGD
RGD	1307207	Lama1	GO:0061304	RGD:1624291	ISO	RGD:1316265	P	laminin subunit alpha 1		gene	NCBITaxon:10116	20160512	RGD
RGD	735181	Prr4	GO:0001895	PMID:23580065|RGD:9068941	ISO	RGD:1346469	P	proline rich 4		gene	NCBITaxon:10116	20200609	UniProtKB
RGD	621535	Cacna1f	GO:0060041	RGD:1624291	ISO	RGD:731993	P	calcium voltage-gated channel subunit alpha1 F		gene	NCBITaxon:10116	20160512	RGD
RGD	69283	Mertk	GO:0060041	RGD:1624291	ISO	RGD:731632	P	MER proto-oncogene, tyrosine kinase		gene	NCBITaxon:10116	20160512	RGD
RGD	1359557	Esrrb	GO:0045494	GO_REF:0000024|RGD:1600115	ISS	UniProtKB:Q61539	P	estrogen-related receptor beta		gene	NCBITaxon:10116	20180127	UniProt
RGD	1359557	Esrrb	GO:0045494	RGD:1624291	ISO	RGD:1621573	P	estrogen-related receptor beta		gene	NCBITaxon:10116	20180123	RGD
RGD	620039	Prdx1	GO:0001895	PMID:23580065|RGD:9068941	ISO	RGD:733744	P	peroxiredoxin 1		gene	NCBITaxon:10116	20200609	UniProtKB
RGD	1310976	Usp45	GO:0045494	RGD:1624291	ISO	RGD:1551688	P	ubiquitin specific peptidase 45		gene	NCBITaxon:10116	20200303	RGD
RGD	621303	Atp2b1	GO:0003407	PMID:16079002|RGD:2317729	IEP		P	ATPase plasma membrane Ca2+ transporting 1		gene	NCBITaxon:10116	20100419	RGD
RGD	621304	Atp2b3	GO:0003407	PMID:16079002|RGD:2317729	IEP		P	ATPase plasma membrane Ca2+ transporting 3		gene	NCBITaxon:10116	20100419	RGD
RGD	70491	Tgfb2	GO:0003407	RGD:1624291	ISO	RGD:730954	P	transforming growth factor, beta 2		gene	NCBITaxon:10116	20161001	RGD
RGD	71082	Bmpr2	GO:0060041	PMID:10482474|RGD:5129487	IEP		P	bone morphogenetic protein receptor type 2		gene	NCBITaxon:10116	20110330	RGD
RGD	71082	Bmpr2	GO:0061298	RGD:1624291	ISO	RGD:735374	P	bone morphogenetic protein receptor type 2		gene	NCBITaxon:10116	20160512	RGD
RGD	727926	Zhx2	GO:0060040	RGD:1624291	ISO	RGD:1551442	P	zinc fingers and homeoboxes 2		gene	NCBITaxon:10116	20181117	RGD
RGD	620511	Crx	GO:0060041	RGD:1624291	ISO	RGD:733183	P	cone-rod homeobox		gene	NCBITaxon:10116	20160512	RGD
RGD	620531	Slc17a6	GO:0003407	PMID:18482716|RGD:9999162	IEP		P	solute carrier family 17 member 6		gene	NCBITaxon:10116	20150408	RGD
RGD	1593897	Rd3	GO:0001750	RGD:1624291	ISO	RGD:1614303	C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20200303	RGD
RGD	1593897	Rd3	GO:0001917	RGD:1624291	ISO	RGD:1614303	C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20200303	RGD
RGD	1593897	Rd3	GO:0003674	RGD:1598407	ND		F	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20161110	RGD
RGD	1593897	Rd3	GO:0005575	RGD:1598407	ND		C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20161110	RGD
RGD	1593897	Rd3	GO:0005634	RGD:1624291	ISO	RGD:1603852	C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20190917	RGD
RGD	1593897	Rd3	GO:0005634	RGD:1624291	ISO	RGD:1614303	C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20191010	RGD
RGD	1593897	Rd3	GO:0005737	RGD:1624291	ISO	RGD:1603852	C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20190917	RGD
RGD	1593897	Rd3	GO:0007601	RGD:1624291	ISO	RGD:1614303	P	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20191010	RGD
RGD	1593897	Rd3	GO:0008150	RGD:1598407	ND		P	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20161110	RGD
RGD	1593897	Rd3	GO:0015031	RGD:1624291	ISO	RGD:1603852	P	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20190917	RGD
RGD	1593897	Rd3	GO:0031283	RGD:1624291	ISO	RGD:1603852	P	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20190917	RGD
RGD	1593897	Rd3	GO:0031283	RGD:1624291	ISO	RGD:1614303	P	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20191010	RGD
RGD	1593897	Rd3	GO:0048471	RGD:1624291	ISO	RGD:1603852	C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20190917	RGD
RGD	1593897	Rd3	GO:0060041	RGD:1624291	ISO	RGD:1614303	P	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20191010	RGD
RGD	1593897	Rd3	GO:0120199	RGD:1624291	ISO	RGD:1614303	C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20191010	RGD
RGD	1593897	Rd3	GO:0120200	RGD:1624291	ISO	RGD:1614303	C	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20191010	RGD
RGD	1593897	Rd3	GO:0060041	PMID:21873635	IBA	MGI:MGI:1921273|PANTHER:PTN002003042	P	retinal degeneration 3, GUCY2D regulator		gene	NCBITaxon:10116	20171222	GO_Central
RGD	2220	Bsg	GO:0003407	GO_REF:0000024|RGD:1600115	ISS	UniProtKB:P18572-1	P	basigin (Ok blood group)		gene	NCBITaxon:10116	20200620	UniProt
RGD	2220	Bsg	GO:0003407	RGD:1624291	ISO	RGD:10248	P	basigin (Ok blood group)		gene	NCBITaxon:10116	20200625	RGD
RGD	2220	Bsg	GO:0045494	GO_REF:0000024|RGD:1600115	ISS	UniProtKB:P18572-1	P	basigin (Ok blood group)		gene	NCBITaxon:10116	20200620	UniProt
RGD	2220	Bsg	GO:0045494	RGD:1624291	ISO	RGD:10248	P	basigin (Ok blood group)		gene	NCBITaxon:10116	20200702	RGD
RGD	2220	Bsg	GO:0045494	RGD:1624291	ISO	RGD:10249	P	basigin (Ok blood group)		gene	NCBITaxon:10116	20200618	RGD
RGD	1308136	Nphp1	GO:0060041	RGD:1624291	ISO	RGD:1317735	P	nephrocystin 1		gene	NCBITaxon:10116	20180123	RGD
RGD	2123	Apc	GO:0060041	RGD:1624291	ISO	RGD:10166	P	APC regulator of WNT signaling pathway		gene	NCBITaxon:10116	20160512	RGD
RGD	1311640	Cep290	GO:0045494	RGD:1624291	ISO	RGD:1323204	P	centrosomal protein 290		gene	NCBITaxon:10116	20160512	RGD
RGD	1311640	Cep290	GO:0060041	RGD:1624291	ISO	RGD:1323204	P	centrosomal protein 290		gene	NCBITaxon:10116	20160512	RGD
RGD	1311640	Cep290	GO:0120200	RGD:1624291	ISO	RGD:1323204	C	centrosomal protein 290		gene	NCBITaxon:10116	20190704	RGD
RGD	1303009	Slc4a5	GO:0060041	RGD:1624291	ISO	RGD:1618147	P	solute carrier family 4 member 5		gene	NCBITaxon:10116	20160512	RGD
RGD	1563583	Ttll5	GO:0060041	RGD:1624291	ISO	RGD:1350630	P	tubulin tyrosine ligase like 5		gene	NCBITaxon:10116	20170119	RGD
RGD	621191	Rpl24	GO:0031290	RGD:1624291	ISO	RGD:731427	P	ribosomal protein L24		gene	NCBITaxon:10116	20160512	RGD
RGD	621191	Rpl24	GO:0060041	RGD:1624291	ISO	RGD:731427	P	ribosomal protein L24		gene	NCBITaxon:10116	20180228	RGD
RGD	1563533	Casz1	GO:0060040	RGD:1624291	ISO	RGD:1557539	P	castor zinc finger 1		gene	NCBITaxon:10116	20160512	RGD
RGD	1563533	Casz1	GO:0060223	RGD:1624291	ISO	RGD:1557539	P	castor zinc finger 1		gene	NCBITaxon:10116	20160512	RGD
RGD	1563533	Casz1	GO:0060226	RGD:1624291	ISO	RGD:1557539	P	castor zinc finger 1		gene	NCBITaxon:10116	20160512	RGD
RGD	1563533	Casz1	GO:1902870	RGD:1624291	ISO	RGD:1557539	P	castor zinc finger 1		gene	NCBITaxon:10116	20160512	RGD
RGD	2677	Gdnf	GO:0060041	PMID:16650834|RGD:2324945	IEP		P	glial cell derived neurotrophic factor		gene	NCBITaxon:10116	20100517	RGD
RGD	1308555	Lca5	GO:0045494	GO_REF:0000024|RGD:1600115	ISS	UniProtKB:Q80ST9	P	lebercilin LCA5		gene	NCBITaxon:10116	20190410	UniProt
RGD	1308555	Lca5	GO:0045494	RGD:1624291	ISO	RGD:1318397	P	lebercilin LCA5		gene	NCBITaxon:10116	20160512	RGD
RGD	61928	Hif1a	GO:0061298	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q61221|ensembl:ENSMUSP00000021530	P	hypoxia inducible factor 1 subunit alpha		gene	NCBITaxon:10116	20200510	Ensembl
RGD	61928	Hif1a	GO:0061298	RGD:1624291	ISO	RGD:62221	P	hypoxia inducible factor 1 subunit alpha		gene	NCBITaxon:10116	20160512	RGD
RGD	61306	Hspb1	GO:0001895	PMID:23580065|RGD:9068941	ISO	RGD:732480	P	heat shock protein family B (small) member 1		gene	NCBITaxon:10116	20200609	UniProtKB
RGD	1311921	Chd7	GO:0060041	RGD:1624291	ISO	RGD:1323630	P	chromodomain helicase DNA binding protein 7		gene	NCBITaxon:10116	20160512	RGD
RGD	620016	Mpp4	GO:0044317	RGD:1624291	ISO	RGD:733196	C	membrane palmitoylated protein 4		gene	NCBITaxon:10116	20180123	RGD
RGD	620371	Rax	GO:0000978	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q9Y2V3|ensembl:ENSP00000334813	F	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620371	Rax	GO:0000978	RGD:1624291	ISO	RGD:1606797	F	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20160512	RGD
RGD	620371	Rax	GO:0001228	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q9Y2V3|ensembl:ENSP00000334813	F	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620371	Rax	GO:0001228	RGD:1624291	ISO	RGD:1606797	F	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20181117	RGD
RGD	620371	Rax	GO:0005634	GO_REF:0000044|RGD:1600115	IEA	UniProtKB-SubCell:SL-0191	C	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200510	UniProt
RGD	620371	Rax	GO:0007389	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:O35602|ensembl:ENSMUSP00000025396	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620371	Rax	GO:0007389	RGD:1624291	ISO	RGD:736269	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20160512	RGD
RGD	620371	Rax	GO:0007420	RGD:1624291	ISO	RGD:736269	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20160512	RGD
RGD	620371	Rax	GO:0021854	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:O35602|ensembl:ENSMUSP00000025396	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620371	Rax	GO:0021854	RGD:1624291	ISO	RGD:736269	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20160512	RGD
RGD	620371	Rax	GO:0043010	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:O35602|ensembl:ENSMUSP00000025396	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620371	Rax	GO:0043010	RGD:1624291	ISO	RGD:736269	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20180228	RGD
RGD	620371	Rax	GO:0045944	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q9Y2V3|ensembl:ENSP00000334813	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620371	Rax	GO:0045944	RGD:1624291	ISO	RGD:1606797	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20160512	RGD
RGD	620371	Rax	GO:0060173	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:O35602|ensembl:ENSMUSP00000025396	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620371	Rax	GO:0060173	RGD:1624291	ISO	RGD:736269	P	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20160512	RGD
RGD	620371	Rax	GO:1990837	RGD:1624291	ISO	RGD:1606797	F	retina and anterior neural fold homeobox		gene	NCBITaxon:10116	20200618	RGD
RGD	68431	Cldn5	GO:1990963	RGD:1624291	ISO	RGD:68644	P	claudin 5		gene	NCBITaxon:10116	20190801	RGD
RGD	68420	Dio3	GO:0046549	RGD:1624291	ISO	RGD:68624	P	iodothyronine deiodinase 3		gene	NCBITaxon:10116	20161029	RGD
RGD	1311869	Smarcd3	GO:0003407	RGD:1624291	ISO	RGD:1323550	P	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3		gene	NCBITaxon:10116	20160512	RGD
RGD	1311869	Smarcd3	GO:0003407	RGD:1624291	ISO	RGD:1323551	P	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3		gene	NCBITaxon:10116	20160730	RGD
RGD	620420	Cdhr1	GO:0045494	RGD:1624291	ISO	RGD:1550136	P	cadherin-related family member 1		gene	NCBITaxon:10116	20160512	RGD
RGD	620420	Cdhr1	GO:0045494	RGD:1624291	ISO	RGD:737398	P	cadherin-related family member 1		gene	NCBITaxon:10116	20180123	RGD
RGD	1306961	Arhgef15	GO:0061299	RGD:1624291	ISO	RGD:1617148	P	Rho guanine nucleotide exchange factor 15		gene	NCBITaxon:10116	20160512	RGD
RGD	2171	Atp1b2	GO:0001895	RGD:1624291	ISO	RGD:10208	P	ATPase Na+/K+ transporting subunit beta 2		gene	NCBITaxon:10116	20200303	RGD
RGD	2171	Atp1b2	GO:0045494	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:P14231|ensembl:ENSMUSP00000047353	P	ATPase Na+/K+ transporting subunit beta 2		gene	NCBITaxon:10116	20200510	Ensembl
RGD	2171	Atp1b2	GO:0045494	RGD:1624291	ISO	RGD:10208	P	ATPase Na+/K+ transporting subunit beta 2		gene	NCBITaxon:10116	20200303	RGD
RGD	1312001	Rdh11	GO:0042574	RGD:1624291	ISO	RGD:1323753	P	retinol dehydrogenase 11		gene	NCBITaxon:10116	20160512	RGD
RGD	2199	Bcl2	GO:0046671	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:P10417|ensembl:ENSMUSP00000108371	P	BCL2, apoptosis regulator		gene	NCBITaxon:10116	20200510	Ensembl
RGD	2199	Bcl2	GO:0046671	RGD:1624291	ISO	RGD:10230	P	BCL2, apoptosis regulator		gene	NCBITaxon:10116	20160512	RGD
RGD	2192	Bax	GO:0046666	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q07813|ensembl:ENSMUSP00000033093	P	BCL2 associated X, apoptosis regulator		gene	NCBITaxon:10116	20200510	Ensembl
RGD	2192	Bax	GO:0046666	RGD:1624291	ISO	RGD:10226	P	BCL2 associated X, apoptosis regulator		gene	NCBITaxon:10116	20160512	RGD
RGD	2192	Bax	GO:0060041	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q07813|ensembl:ENSMUSP00000033093	P	BCL2 associated X, apoptosis regulator		gene	NCBITaxon:10116	20200510	Ensembl
RGD	2192	Bax	GO:0060041	RGD:1624291	ISO	RGD:10226	P	BCL2 associated X, apoptosis regulator		gene	NCBITaxon:10116	20160512	RGD
RGD	2187	Azgp1	GO:0001895	PMID:23580065|RGD:9068941	ISO	RGD:735517	P	alpha-2-glycoprotein 1, zinc-binding		gene	NCBITaxon:10116	20200609	UniProtKB
RGD	2176	Atp2b2	GO:0003407	PMID:16079002|RGD:2317729	IEP		P	ATPase plasma membrane Ca2+ transporting 2		gene	NCBITaxon:10116	20100419	RGD
RGD	631369	Serpinf1	GO:0060041	PMID:21738387|RGD:8655555	IEP		P	serpin family F member 1		gene	NCBITaxon:10116	20140515	RGD
RGD	631368	Gpm6a	GO:0003407	GO_REF:0000024|RGD:1600115	ISS	UniProtKB:P35802	P	glycoprotein m6a		gene	NCBITaxon:10116	20180127	UniProt
RGD	631368	Gpm6a	GO:0003407	RGD:1624291	ISO	RGD:1332029	P	glycoprotein m6a		gene	NCBITaxon:10116	20180123	RGD
RGD	631330	Whrn	GO:0001895	GO_REF:0000024|RGD:1600115	ISS	UniProtKB:Q80VW5	P	whirlin		gene	NCBITaxon:10116	20181010	UniProt
RGD	631330	Whrn	GO:0001895	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q80VW5|ensembl:ENSMUSP00000081557	P	whirlin		gene	NCBITaxon:10116	20200510	Ensembl
RGD	631330	Whrn	GO:0001895	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q9P202|ensembl:ENSP00000354623	P	whirlin		gene	NCBITaxon:10116	20200510	Ensembl
RGD	631330	Whrn	GO:0001895	RGD:1624291	ISO	RGD:1349509	P	whirlin		gene	NCBITaxon:10116	20160512	RGD
RGD	631330	Whrn	GO:0001895	RGD:1624291	ISO	RGD:1553310	P	whirlin		gene	NCBITaxon:10116	20181117	RGD
RGD	621588	Nrp1	GO:0031290	RGD:1624291	ISO	RGD:1552955	P	neuropilin 1		gene	NCBITaxon:10116	20160512	RGD
RGD	621588	Nrp1	GO:0061299	RGD:1624291	ISO	RGD:1552955	P	neuropilin 1		gene	NCBITaxon:10116	20160512	RGD
RGD	621588	Nrp1	GO:0090259	RGD:1624291	ISO	RGD:1552955	P	neuropilin 1		gene	NCBITaxon:10116	20160512	RGD
RGD	621588	Nrp1	GO:1902336	RGD:1624291	ISO	RGD:1552955	P	neuropilin 1		gene	NCBITaxon:10116	20160512	RGD
RGD	620250	Aldh1a2	GO:0001758	PMID:12547725|RGD:1576367	IDA		F	aldehyde dehydrogenase 1 family, member A2		gene	NCBITaxon:10116	20060418	RGD
RGD	620250	Aldh1a2	GO:0001758	RGD:1624291	ISO	RGD:734163	F	aldehyde dehydrogenase 1 family, member A2		gene	NCBITaxon:10116	20190418	RGD
RGD	620250	Aldh1a2	GO:0001758	RGD:1624291	ISO	RGD:734164	F	aldehyde dehydrogenase 1 family, member A2		gene	NCBITaxon:10116	20160512	RGD
RGD	620250	Aldh1a2	GO:0016918	PMID:8663198|RGD:724800	IDA		F	aldehyde dehydrogenase 1 family, member A2		gene	NCBITaxon:10116	20050217	RGD
RGD	620250	Aldh1a2	GO:0042574	RGD:1624291	ISO	RGD:734164	P	aldehyde dehydrogenase 1 family, member A2		gene	NCBITaxon:10116	20160512	RGD
RGD	621089	Cdh3	GO:0001895	RGD:1624291	ISO	RGD:1353368	P	cadherin 3		gene	NCBITaxon:10116	20180123	RGD
RGD	2556	Ephb1	GO:0031290	GO_REF:0000024|RGD:1600115	ISS	UniProtKB:Q8CBF3	P	Eph receptor B1		gene	NCBITaxon:10116	20180127	UniProt
RGD	2556	Ephb1	GO:0031290	RGD:1624291	ISO	RGD:1551682	P	Eph receptor B1		gene	NCBITaxon:10116	20160512	RGD
RGD	620433	Pax4	GO:0060041	PMID:19012751|RGD:2311636	IEP		P	paired box 4		gene	NCBITaxon:10116	20090727	RGD
RGD	620438	Gucy2d	GO:0001750	RGD:1624291	ISO	RGD:1343485	C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20190917	RGD
RGD	620438	Gucy2d	GO:0004383	GO_REF:0000003|RGD:1600115	IEA	EC:4.6.1.2	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	UniProt
RGD	620438	Gucy2d	GO:0004383	PMID:7831337|RGD:632891	IDA		F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20050217	RGD
RGD	620438	Gucy2d	GO:0004383	RGD:1624291	ISO	RGD:1343485	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20190917	RGD
RGD	620438	Gucy2d	GO:0004383	RGD:1624291	ISO	RGD:733871	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20191010	RGD
RGD	620438	Gucy2d	GO:0004672	GO_REF:0000002|RGD:1600115	IEA	InterPro:IPR000719|InterPro:IPR001245	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	InterPro
RGD	620438	Gucy2d	GO:0005524	GO_REF:0000002|RGD:1600115	IEA	InterPro:IPR000719	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	InterPro
RGD	620438	Gucy2d	GO:0005525	GO_REF:0000043|RGD:1600115	IEA	UniProtKB-KW:KW-0342	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	UniProt
RGD	620438	Gucy2d	GO:0005789	GO_REF:0000024|RGD:1600115	ISS	UniProtKB:Q02846	C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20191019	UniProt
RGD	620438	Gucy2d	GO:0005789	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:Q02846|ensembl:ENSP00000254854	C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620438	Gucy2d	GO:0005789	RGD:1624291	ISO	RGD:1343485	C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20190917	RGD
RGD	620438	Gucy2d	GO:0005886	PMID:9153227|RGD:1599625	IDA		C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20070208	RGD
RGD	620438	Gucy2d	GO:0006182	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:P52785|ensembl:ENSMUSP00000021259	P	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620438	Gucy2d	GO:0006182	RGD:1624291	ISO	RGD:733871	P	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20191010	RGD
RGD	620438	Gucy2d	GO:0006468	GO_REF:0000002|RGD:1600115	IEA	InterPro:IPR000719|InterPro:IPR001245	P	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	InterPro
RGD	620438	Gucy2d	GO:0007601	GO_REF:0000043|RGD:1600115	IEA	UniProtKB-KW:KW-0844	P	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	UniProt
RGD	620438	Gucy2d	GO:0016021	GO_REF:0000043|RGD:1600115	IEA	UniProtKB-KW:KW-0812	C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	UniProt
RGD	620438	Gucy2d	GO:0019934	PMID:9153227|RGD:1599625	IDA		P	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20070208	RGD
RGD	620438	Gucy2d	GO:0035556	GO_REF:0000002|RGD:1600115	IEA	InterPro:IPR001054|InterPro:IPR018297	P	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	InterPro
RGD	620438	Gucy2d	GO:0042622	GO_REF:0000107|RGD:1600115	IEA	UniProtKB:P52785|ensembl:ENSMUSP00000021259	C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20200510	Ensembl
RGD	620438	Gucy2d	GO:0042622	PMID:9153227|RGD:1599625	IDA		C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20190918	UniProt
RGD	620438	Gucy2d	GO:0042622	RGD:1624291	ISO	RGD:733871	C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20191010	RGD
RGD	620438	Gucy2d	GO:0042802	PMID:9153227|RGD:1599625	IPI	RGD:620438	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20070208	RGD
RGD	620438	Gucy2d	GO:0042803	PMID:9153227|RGD:1599625	IDA		F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20191113	UniProt
RGD	620438	Gucy2d	GO:0044877	PMID:9153227|RGD:1599625	IPI	RGD:620439	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20070208	RGD
RGD	620438	Gucy2d	GO:0007165	PMID:21873635	IBA	PANTHER:PTN001728782|RGD:3195|WB:WBGene00000907|dictyBase:DDB_G0274569	P	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20170228	GO_Central
RGD	620438	Gucy2d	GO:0006182	PMID:21873635	IBA	FB:FBgn0266136|MGI:MGI:105123|MGI:MGI:106025|MGI:MGI:106903|MGI:MGI:97371|MGI:MGI:97372|PANTHER:PTN000229249|RGD:2771|RGD:3195|RGD:620438|RGD:620439|RGD:69322|UniProtKB:F1MRI0|UniProtKB:P16066|UniProtKB:P20594|UniProtKB:P55203|UniProtKB:Q02846|WB:WBGene00001535|WB:WBGene00001538|WB:WBGene00020131|ZFIN:ZDB-GENE-011128-7|dictyBase:DDB_G0275009	P	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20170228	GO_Central
RGD	620438	Gucy2d	GO:0005886	PMID:21873635	IBA	MGI:MGI:106025|PANTHER:PTN001728782|RGD:3195|RGD:620438|RGD:620439|RGD:620851|RGD:69322|UniProtKB:F1MRI0|UniProtKB:P20594|UniProtKB:P9WQ35	C	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20170228	GO_Central
RGD	620438	Gucy2d	GO:0004383	PMID:21873635	IBA	FB:FBgn0266136|MGI:MGI:106025|MGI:MGI:106903|MGI:MGI:97371|MGI:MGI:97372|PANTHER:PTN000229249|RGD:2771|RGD:3195|RGD:620438|RGD:620439|UniProtKB:P16066|UniProtKB:P20594|WB:WBGene00001535|WB:WBGene00001538|WB:WBGene00020131|ZFIN:ZDB-GENE-011128-7	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20170228	GO_Central
RGD	620438	Gucy2d	GO:0001653	PMID:21873635	IBA	FB:FBgn0266136|MGI:MGI:97372|PANTHER:PTN000229249|RGD:69322|UniProtKB:P16066|UniProtKB:P20594	F	guanylate cyclase 2D, retinal		gene	NCBITaxon:10116	20180523	GO_Central
